-0.0000104,0
-0.00001038,0
-0.00001036,0
-0.00001034,0
-0.00001032,-0.04
-0.0000103,0
-0.00001028,0.04
-0.00001026,0
-0.00001024,-0.04
-0.00001022,0
-0.0000102,0
-0.00001018,0
-0.00001016,0
-0.00001014,0.04
-0.00001012,0
-0.0000101,0
-0.00001008,0
-0.00001006,0.04
-0.00001004,-0.04
-0.00001002,-0.04
-0.00001,0
-0.00000998,0
-0.00000996,-0.04
-0.00000994,0
-0.00000992,0
-0.0000099,0.04
-0.00000988,0
-0.00000986,-0.04
-0.00000984,-0.08
-0.00000982,0
-0.0000098,0.04
-0.00000978,0
-0.00000976,0
-0.00000974,0
-0.00000972,-0.04
-0.0000097,-0.04
-0.00000968,0
-0.00000966,-0.04
-0.00000964,-0.04
-0.00000962,0
-0.0000096,-0.04
-0.00000958,0
-0.00000956,-0.04
-0.00000954,0
-0.00000952,0.04
-0.0000095,-0.04
-0.00000948,0
-0.00000946,-0.04
-0.00000944,0
-0.00000942,-0.04
-0.0000094,-0.04
-0.00000938,0
-0.00000936,0
-0.00000934,0.04
-0.00000932,0
-0.0000093,0
-0.00000928,-0.04
-0.00000926,0
-0.00000924,0
-0.00000922,0
-0.0000092,-0.04
-0.00000918,0
-0.00000916,0
-0.00000914,0
-0.00000912,-0.08
-0.0000091,-0.04
-0.00000908,0.04
-0.00000906,0
-0.00000904,-0.04
-0.00000902,0
-0.000009,-0.04
-0.00000898,-0.04
-0.00000896,0.04
-0.00000894,0
-0.00000892,0
-0.0000089,0
-0.00000888,0
-0.00000886,0
-0.00000884,0
-0.00000882,-0.04
-0.0000088,0
-0.00000878,-0.04
-0.00000876,0
-0.00000874,-0.04
-0.00000872,-0.04
-0.0000087,0
-0.00000868,0
-0.00000866,-0.04
-0.00000864,0
-0.00000862,-0.04
-0.0000086,0
-0.00000858,0.04
-0.00000856,-0.04
-0.00000854,0.04
-0.00000852,0
-0.0000085,0.04
-0.00000848,0
-0.00000846,0
-0.00000844,-0.04
-0.00000842,0
-0.0000084,0
-0.00000838,-0.04
-0.00000836,-0.04
-0.00000834,0
-0.00000832,-0.04
-0.0000083,0.04
-0.00000828,0
-0.00000826,0
-0.00000824,-0.04
-0.00000822,0
-0.0000082,0.04
-0.00000818,-0.04
-0.00000816,0.04
-0.00000814,0
-0.00000812,0
-0.0000081,0
-0.00000808,0
-0.00000806,-0.04
-0.00000804,-0.04
-0.00000802,0.04
-0.000008,0
-0.00000798,-0.04
-0.00000796,0
-0.00000794,0
-0.00000792,0
-0.0000079,0
-0.00000788,-0.04
-0.00000786,-0.08
-0.00000784,0.04
-0.00000782,0
-0.0000078,-0.04
-0.00000778,0
-0.00000776,-0.04
-0.00000774,-0.04
-0.00000772,-0.04
-0.0000077,0
